fEleEle1_r2	fEleEle1_r1	fAciRut3_r	fArcCen1_r	kPetMar1_r	fParRan2_r	fAnaTes1_d	fAnaTes1_r	fCycLum1_r	fDenClu1_r	fEsoLuc1_r	fSebUmb1_r	fHipHip1_r	fMegCyp1_r	fAntMac1_r1	fAntMac1_r2	fAntMac1_d	aBufBuf1_r1	aBufBuf1_r2	aRanTem1_r	aRanTem1_dr	aDenEbr1_r1	aDenEbr1_r2	rGopFla2_r	rDerCor1_r	rGopEvg1_r	rLacAgi1_dr	mZalCal1_r	mTriVul1_r1	mTriVul1_r2	mMusErm1_r	mPipPip1_r2	mLynCan4_r2	mLynCan4_r1	mTamTet1_r	mLutLut1_r	mOrnAna1_r	mLemCat1_r2	mLemCat1_r1	mMyoMyo1_r2	mMyoMyo1_r1	mRhiFer1_r1	mPhyDis1_r	mPipKuh1_r2	mPipKuh1_r1	mPipPip1_r1	bCarCri1_dr	bFalRus1_r	bBalReg1_d	bBalReg1_r	bCatUst1_d	bAcaChl1_d	bFalNau1_r1	bFalNau1_r2	bSteHir1_d	bMerNub1_rd	bStrHab1_r	bMelUnd1_d	bCucCan1_r	bAquChr1_r	bPogPus1_rd	bCicMag1_dr	bAlcTor1_d	bPluApr1_r	bPluApr1_d	bCalAnn1_d	bNycGra1_rd	bHemCom1_d
																																										-52																									
																																										44																									
																																										-17																									
																																										9																									
																																										31																									
																																										39																									
																																										21																									
																																										5																									
																																										15																									
																																										-37																									
																																										55																									
																																										25																									
																																										-47																									
																																										-37																									
																																										-72																									
																																										9																									
																																										-3																									
																																										9																									
																																										-68																									
																																										-5																									
																																										18																									
																																										24																									
																																										-68																									
																																										23																									
																																										130																									
																																										38																									
																																										8																									
																																										0																									
																																										-91																									
																																										54																									
																																										-25																									
																																										-18																									
																																										-39																									
																																										52																									
																																										-40																									
																																										28																									
																																										-71																									
																																										34																									
																																										18																									
																																										-37																									
																																										37																									
																																										-2																									
																																										21																									
																																										-35																									
																																										12																									
																																										48																									
																																										36																									
																																										16																									
																																										314																									
																																										64																									
																																										8																									
																																										-89																									
																																										29																									
																																										-19																									
																																										-14																									
																																										26																									
																																										-25																									
																																										73																									
																																										11																									
																																										-33																									
																																										45																									
																																										-36																									
																																										14																									
																																										56																									
																																										-35																									
																																										16																									
																																										-58																									
																																										18																									
																																										19																									
																																										25																									
																																										-37																									
																																										-20																									
																																										-23																									
																																										2																									
																																										32																									
																																										180																									
																																										15																									
																																										1																									
																																										20																									
																																										-38																									
																																										-39																									
																																										-36																									
																																										-113																									
																																										41																									
																																										-47																									
																																										-3																									
																																										24																									
																																										4																									
																																										-75																									
																																										17																									
																																										-24																									
																																										-64																									
																																										-1																									
																																										295																									
																																										34																									
																																										0																									
																																										5																									
																																										-29																									
																																										-9																									
																																										-32																									
																																										13																									
																																										-37																									
																																										17																									
																																										-47																									
																																										0																									
																																										4																									
																																										51																									
																																										-33																									
																																										-18																									
																																										-55																									
																																										7																									
																																										4																									
																																										24																									
																																										-18																									
																																										-34																									
																																										19																									
																																										-17																									
																																										28																									
																																										-31																									
																																										-9																									
																																										16																									
																																										17																									
																																										38																									
																																										28																									
																																										13																									
																																										21																									
																																										3																									
																																										-10																									
																																										30																									
																																										28																									
																																										3																									
																																										27																									
																																										-54																									
																																										12																									
																																										-54																									
																																										41																									
																																										16																									
																																										35																									
																																										25																									
																																										-38																									
																																										-33																									
																																										-19																									
																																										-37																									
																																										3																									
																																										-26																									
																																										-55																									
																																										8																									
																																										57																									
																																										6																									
																																										-112																									
																																										-49																									
																																										-2																									
																																										-69																									
																																										6																									
																																										25																									
																																										15																									
																																										11																									
																																										7																									
																																										39																									
																																										3																									
																																										-8																									
																																										14																									
																																										30																									
																																										-20																									
																																										-20																									
																																										17																									
																																										8																									
																																										20																									
																																										-13																									
																																										13																									
																																										-34																									
																																										15																									
																																										35																									
																																										-15																									
																																										-10																									
																																										14																									
																																										-31																									
																																										23																									
																																										25																									
																																										12																									
																																										16																									
																																										-38																									
																																										-5																									
																																										7																									
																																										-35																									
																																										30																									
																																										19																									
																																										40																									
																																										7																									
																																										4																									
																																										143																									
																																										8																									
																																										-2																									
																																										28																									
																																										40																									
																																										-25																									
																																										22																									
																																										17																									
																																										-16																									
																																										28																									
																																										19																									
																																										-37																									
																																										-22																									
																																										19																									
																																										-29																									
																																										-35																									
																																										14																									
																																										0																									
																																										15																									
																																										-4																									
																																										-69																									
																																										62																									
																																										-47																									
																																										14																									
																																										2																									
																																										-36																									
																																										-2																									
																																										-72																									
																																										137																									
																																										39																									
																																										31																									
																																										-43																									
																																										12																									
																																										3																									
																																										28																									
																																										43																									
																																										1																									
																																										10																									
																																										15																									
																																										-47																									
																																										2																									
																																										29																									
																																										0																									
																																										37																									
																																										19																									
																																										-57																									
																																										55																									
																																										3																									
																																										11																									
																																										-70																									
																																										19																									
																																										33																									
																																										67																									
																																										-3																									
																																										18																									
																																										6																									
																																										16																									
																																										-54																									
																																										-11																									
																																										15																									
																																										26																									
																																										-63																									
																																										-33																									
																																										13																									
																																										15																									
																																										-38																									
																																										-51																									
																																										7																									
																																										-6																									
																																										-3																									
																																										-36																									
																																										4																									
																																										-3																									
																																										52																									
																																										84																									
																																										31																									
																																										0																									
																																										-11																									
																																										32																									
																																										41																									
																																										-64																									
																																										-56																									
																																										15																									
																																										-36																									
																																										-4																									
																																										-40																									
																																										16																									
																																										-69																									
																																										11																									
																																										-14																									
																																										-48																									
																																										72																									
																																										60																									
																																										-3																									
																																										67																									
																																										22																									
																																										-88																									
																																										20																									
																																										20																									
																																										24																									
																																										24																									
																																										-68																									
																																										-12																									
																																										-19																									
																																										-25																									
																																										-7																									
																																										6																									
																																										-50																									
																																										59																									
																																										-34																									
																																										78																									
																																										17																									
																																										-18																									
																																										-41																									
																																										-40																									
																																										12																									
																																										5																									
																																										-142																									
																																										-12																									
																																										22																									
																																										22																									
																																										55																									
																																										-49																									
																																										-17																									
																																										44																									
																																										-10																									
																																										22																									
																																										9																									
																																										-23																									
																																										22																									
																																										-17																									
																																										-40																									
																																										-27																									
																																										23																									
																																										-26																									
																																										103																									
																																										58																									
																																										-27																									
																																										-74																									
																																										-19																									
																																										-7																									
																																										15																									
																																										25																									
																																										-18																									
																																										1																									
																																										3																									
																																										7																									
																																										24																									
																																										22																									
																																										-21																									
																																										44																									
																																										-20																									
																																										1																									
																																										9																									
																																										9																									
																																										-5																									
																																										-35																									
																																										64																									
																																										-87																									
																																										-18																									
																																										-18																									
																																										-28																									
																																										36																									
																																										19																									
																																										115																									
																																										72																									
																																										-35																									
																																										36																									
																																										-79																									
																																										4																									
																																										-18																									
																																										34																									
																																										67																									
																																										1																									
																																										-37																									
																																										1																									
																																										-37																									
																																										3																									
																																										-5																									
																																										-12																									
																																										4																									
																																										16																									
																																										-18																									
																																										41																									
																																										11																									
																																										-85																									
																																										18																									
																																										18																									
																																										20																									
																																										-20																									
																																										5																									
																																										-1																									
																																										-54																									
																																										-31																									
																																										23																									
																																										23																									
																																										-15																									
																																										-38																									
																																										-18																									
																																										-36																									
																																										19																									
																																										-53																									
																																										-15																									
																																										18																									
																																										-37																									
																																										2																									
																																										16																									
																																										-3																									
																																										33																									
																																										38																									
																																										-11																									
																																										-37																									
																																										18																									
																																										5																									
																																										175																									
																																										-37																									
																																										7																									
																																										-51																									
																																										-52																									
																																										-13																									
																																										18																									
																																										-4																									
																																										-16																									
																																										62																									
																																										22																									
																																										-36																									
																																										-1																									
																																										51																									
																																										6																									
																																										0																									
																																										-35																									
																																										28																									
																																										69																									
																																										-3																									
																																										2																									
																																										18																									
																																										6																									
																																										3																									
																																										24																									
																																										23																									
																																										13																									
																																										36																									
																																										72																									
																																										11																									
																																										17																									
																																										-39																									
																																										7																									
																																										16																									
																																										-26																									
																																										5																									
																																										-39																									
																																										-14																									
																																										18																									
																																										29																									
																																										-33																									
																																										34																									
																																										18																									
																																										17																									
																																										-1																									
																																										-40																									
																																										-4																									
																																										24																									
																																										18																									
																																										39																									
																																										6																									
																																										31																									
																																										53																									
																																										35																									
																																										-2																									
																																										5																									
																																										21																									
																																										4																									
																																										20																									
																																										115																									
																																										33																									
																																										-5																									
																																										-8																									
																																										0																									
																																										-5																									
																																										1																									
																																										20																									
																																										50																									
																																										4																									
																																										45																									
																																										-5																									
																																										35																									
																																										15																									
																																										-7																									
																																										4																									
																																										0																									
																																										8																									
																																										34																									
																																										7																									
																																										36																									
																																										7																									
																																										30																									
																																										10																									
																																										-17																									
																																										1																									
																																										23																									
																																										26																									
																																										17																									
																																										8																									
																																										13																									
																																										-2																									
																																										0																									
																																										-7																									
																																										22																									
																																										0																									
																																										20																									
																																										35																									
																																										21																									
																																										40																									
																																										35																									
																																										48																									
																																										-74																									
																																										33																									
																																										28																									
																																										14																									
																																										45																									
																																										-25																									
																																										37																									
																																										262																									
																																										-51																									
																																										-17																									
																																										-4																									
																																										-13																									
																																										56																									
																																										55																									
																																										-34																									
																																										22																									
																																										28																									
																																										-17																									
																																										14																									
																																										10																									
																																										46																									
																																										103																									
																																										25																									
																																										26																									
																																										110																									
																																										-33																									
																																										23																									
																																										17																									
																																										11																									
																																										-8																									
																																										69																									
																																										3																									
																																										63																									
																																										13																									
																																										37																									
																																										51																									
																																										-29																									
																																										1																									
																																										-7																									
																																										28																									
																																										29																									
																																										76																									
																																										38																									
																																										26																									
																																										-20																									
																																										-3																									
																																										39																									
																																										88																									
																																										11																									
																																										22																									
																																										7																									
																																										96																									
																																										52																									
																																										29																									
																																										-13																									
																																										-15																									
																																										-38																									
																																										-16																									
																																										-7																									
																																										-12																									
																																										24																									
																																										-33																									
																																										-28																									
																																										4																									
																																										26																									
																																										24																									
																																										-13																									
																																										216																									
																																										21																									
																																										19																									
																																										-13																									
																																										-24																									
																																										14																									
																																										107																									
																																										23																									
																																										-37																									
																																										19																									
																																										44																									
																																										-24																									
																																										57																									
																																										-25																									
																																										-35																									
																																										60																									
																																										-4																									
																																										-6																									
																																										160																									
																																										60																									
																																										-37																									
																																										54																									
																																										7																									
																																										69																									
																																										-20																									
																																										-4																									
																																										26																									
																																										79																									
																																										25																									
																																										3																									
																																										46																									
																																										-57																									
																																										-18																									
																																										32																									
																																										25																									
																																										-41																									
																																										-25																									
																																										46																									
																																										9																									
																																										39																									
																																										-28																									
																																										-32																									
																																										27																									
																																										-31																									
																																										30																									
																																										32																									
																																										-34																									
																																										49																									
																																										-9																									
																																										-54																									
																																										69																									
																																										40																									
																																										0																									
																																										-91																									
																																										-18																									
																																										69																									
																																										-17																									
																																										-6																									
																																										-37																									
																																										-36																									
